t       fx       vx       fy       vy       fz       vz
0.0       -4.872393608093262       0.0       1.131973147392273       0.0       19.738359451293945       0.0
0.01666666753590107       -2.6868884563446045       0.0       2.8408191204071045       0.0       -6.150905132293701       0.0
0.03333333507180214       -1.305382251739502       0.0       3.2776012420654297       0.0       -1.6263865232467651       0.0
0.05000000074505806       -2.4348835945129395       0.0       2.761275291442871       0.0       -0.4913473129272461       0.0
0.06666667014360428       -2.73419189453125       0.0       3.3060712814331055       0.0       -0.08415290713310242       0.0
0.0833333358168602       -3.1092371940612793       0.0       2.633131265640259       0.0       0.7058722376823425       0.0
0.10000000149011612       -3.30535626411438       0.0       3.7582955360412598       0.0       1.3448437452316284       0.0
0.11666666716337204       -2.716217041015625       0.0       4.441905498504639       0.0       0.20202124118804932       0.0
0.13333334028720856       -3.3364450931549072       0.0       2.872206926345825       0.0       1.193860650062561       0.0
0.15000000596046448       -3.4824767112731934       0.0       2.5891261100769043       0.0       2.1431469917297363       0.0
0.1666666716337204       -4.332334518432617       0.0       3.4844157695770264       0.0       3.497298240661621       0.0
0.18333333730697632       -3.560791254043579       0.0       1.7780574560165405       0.0       2.521733045578003       0.0
0.20000000298023224       -3.2971184253692627       0.0       3.5266270637512207       0.0       1.0199835300445557       0.0
0.21666666865348816       -2.8177428245544434       0.0       2.822417736053467       0.0       0.35012897849082947       0.0
0.23333333432674408       -3.0368545055389404       0.0       3.4117000102996826       0.0       0.13802282512187958       0.0
0.25       -3.6954824924468994       0.0       3.6806371212005615       0.0       2.964053153991699       0.0
0.2666666805744171       -3.612330675125122       0.0       3.1716246604919434       0.0       2.0840303897857666       0.0
0.28333333134651184       -3.4774160385131836       0.0       2.8984644412994385       0.0       1.3212189674377441       0.0
0.30000001192092896       -2.6988131999969482       0.0       3.801384925842285       0.0       0.29658567905426025       0.0
0.3166666626930237       -2.452244997024536       0.0       2.42789626121521       0.0       -0.26040327548980713       0.0
0.3333333432674408       -2.7737958431243896       0.0       4.056638240814209       0.0       -0.10191517323255539       0.0
0.3499999940395355       -3.196388006210327       0.0       3.028027057647705       0.0       1.5105549097061157       0.0
0.36666667461395264       -3.284050703048706       0.0       3.0458390712738037       0.0       2.389115333557129       0.0
0.38333332538604736       -3.4666388034820557       0.0       3.020883083343506       0.0       2.133460760116577       0.0
0.4000000059604645       -3.8661983013153076       0.0       2.721341609954834       0.0       2.0548489093780518       0.0
0.4166666567325592       -3.0447888374328613       0.0       3.1766562461853027       0.0       0.8920349478721619       0.0
0.4333333373069763       -2.6835219860076904       0.0       2.7804183959960938       0.0       0.5867711305618286       0.0
0.44999998807907104       -3.1111156940460205       0.0       2.7259926795959473       0.0       0.5677715539932251       0.0
0.46666666865348816       -2.8425395488739014       0.0       2.9205715656280518       0.0       -0.5397019982337952       0.0
0.4833333194255829       -3.5850982666015625       0.0       3.7655177116394043       0.0       2.3250763416290283       0.0
0.5       -2.2626640796661377       0.0       3.6196014881134033       0.0       -2.2841808795928955       0.0
0.5166666507720947       -2.327775478363037       0.0       2.8890504837036133       0.0       -1.6923638582229614       0.0
0.5333333611488342       -2.0612008571624756       0.0       3.7684218883514404       0.0       -1.6069139242172241       0.0
0.550000011920929       -2.2169320583343506       0.0       3.4040637016296387       0.0       -2.0117027759552       0.0
0.5666666626930237       -2.078906297683716       0.0       3.718229293823242       0.0       -2.22880482673645       0.0
0.5833333134651184       -1.8461414575576782       0.0       2.9019293785095215       0.0       -2.961618185043335       0.0
0.6000000238418579       -1.2829930782318115       0.0       2.98362135887146       0.0       -4.135804176330566       0.0
0.6166666746139526       -1.7028511762619019       0.0       3.5309760570526123       0.0       -3.4137802124023438       0.0
0.6333333253860474       -1.516717791557312       0.0       3.0116968154907227       0.0       -3.649012804031372       0.0
0.6499999761581421       -1.8399451971054077       0.0       3.2275493144989014       0.0       -3.722334146499634       0.0
0.6666666865348816       -1.4197793006896973       0.0       3.236696481704712       0.0       -4.554317951202393       0.0
0.6833333373069763       -1.2032761573791504       0.0       3.4352734088897705       0.0       -5.1295390129089355       0.0
0.699999988079071       -0.2742617130279541       0.0       2.820675849914551       0.0       -6.75779390335083       0.0
0.7166666388511658       -0.8112105131149292       0.0       4.352564334869385       0.0       -6.032429218292236       0.0
0.7333333492279053       -0.4745817482471466       0.0       2.7258262634277344       0.0       -6.911505222320557       0.0
0.75       -0.15096575021743774       0.0       4.438886642456055       0.0       -7.721604824066162       0.0
0.7666666507720947       0.051807936280965805       0.0       3.2446465492248535       0.0       -8.912707328796387       0.0
0.7833333611488342       -0.1671966165304184       0.0       2.698176383972168       0.0       -8.159292221069336       0.0
0.800000011920929       0.013537390157580376       0.0       3.6982011795043945       0.0       -8.501108169555664       0.0
0.8166666626930237       -0.34957781434059143       0.0       4.013335227966309       0.0       -7.634666442871094       0.0
0.8333333134651184       -0.2400861233472824       0.0       4.471564292907715       0.0       -7.890211582183838       0.0
0.8500000238418579       -0.09382560849189758       0.0       3.566934108734131       0.0       -8.561055183410645       0.0
0.8666666746139526       -1.0578439235687256       0.0       3.538647413253784       0.0       -6.402498722076416       0.0
0.8833333253860474       -0.1302594095468521       0.0       4.154046058654785       0.0       -8.470659255981445       0.0
0.8999999761581421       0.29312270879745483       0.0       3.38676381111145       0.0       -8.649658203125       0.0
0.9166666865348816       -0.4739307165145874       0.0       4.099080562591553       0.0       -7.476454257965088       0.0
0.9333333373069763       -0.2146759033203125       0.0       3.275454521179199       0.0       -8.339333534240723       0.0
0.949999988079071       0.011000579223036766       0.0       3.837893009185791       0.0       -8.528736114501953       0.0
