t       fx       vx       fy       vy       fz       vz
0.0       -0.973677933216095       0.0       -0.2845240831375122       0.0       0.9412021040916443       0.0
0.01666666753590107       -0.8567175269126892       0.0       -0.2595476508140564       0.0       1.371151089668274       0.0
0.03333333507180214       -1.0171281099319458       0.0       0.052970003336668015       0.0       1.7251225709915161       0.0
0.05000000074505806       -1.0582096576690674       0.0       -1.0633549690246582       0.0       1.5758039951324463       0.0
0.06666667014360428       -1.216896414756775       0.0       0.03254767134785652       0.0       1.5988317728042603       0.0
0.0833333358168602       -0.7444625496864319       0.0       -0.3009394407272339       0.0       1.0949240922927856       0.0
0.10000000149011612       -1.187717318534851       0.0       -0.37256255745887756       0.0       1.592878818511963       0.0
0.11666666716337204       -0.9801543951034546       0.0       -0.27694496512413025       0.0       0.49408671259880066       0.0
0.13333334028720856       -1.162217140197754       0.0       -0.24622631072998047       0.0       0.7719652056694031       0.0
0.15000000596046448       -1.362720012664795       0.0       -0.6096879839897156       0.0       1.467085599899292       0.0
0.1666666716337204       -1.22585928440094       0.0       -0.2103346884250641       0.0       1.473980188369751       0.0
0.18333333730697632       -1.1154729127883911       0.0       -0.8461213111877441       0.0       1.3482547998428345       0.0
0.20000000298023224       -1.201200008392334       0.0       -0.520628809928894       0.0       1.7097569704055786       0.0
0.21666666865348816       -0.5611419677734375       0.0       -0.6247613430023193       0.0       0.5924630761146545       0.0
0.23333333432674408       -1.1735236644744873       0.0       -0.1093631237745285       0.0       1.1913002729415894       0.0
0.25       -0.9941865801811218       0.0       0.16996923089027405       0.0       0.6122432351112366       0.0
0.2666666805744171       -1.2885669469833374       0.0       -0.1844426840543747       0.0       0.9462970495223999       0.0
0.28333333134651184       -0.8713027238845825       0.0       -0.366738885641098       0.0       1.8071953058242798       0.0
0.30000001192092896       -0.9290807843208313       0.0       -0.4923318028450012       0.0       0.5030637979507446       0.0
0.3166666626930237       -1.2692692279815674       0.0       -0.4107620418071747       0.0       1.48114812374115       0.0
0.3333333432674408       -0.5560435056686401       0.0       -0.2811335325241089       0.0       0.1206296980381012       0.0
0.3499999940395355       -0.9264008402824402       0.0       0.27172237634658813       0.0       0.10136313736438751       0.0
0.36666667461395264       -1.0550127029418945       0.0       -0.8278163075447083       0.0       0.7454878091812134       0.0
0.38333332538604736       -0.4496229887008667       0.0       -0.47398841381073       0.0       0.19228968024253845       0.0
0.4000000059604645       -1.1737900972366333       0.0       -0.31749027967453003       0.0       1.4067625999450684       0.0
